color,file_name,file_type,font,is_bold,is_italic,page_number,size,text
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,. Given
0,sample.pdf,pdf,CMBX10,False,False,2,9.962599754333496, z
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,", the decoder then generates an output"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,sequence
0,sample.pdf,pdf,CMR10,False,False,2,9.962599754333496, (
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496,y
0,sample.pdf,pdf,CMR7,False,False,2,6.973800182342529,1
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496,", ..., y"
0,sample.pdf,pdf,CMMI7,False,False,2,6.973800182342529,m
0,sample.pdf,pdf,CMR10,False,False,2,9.962599754333496,)
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293, of symbols one element at a time. At each step the model is auto-regressive
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,"[9], consuming the previously generated symbols as additional input when generating the next."
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.022196769714355,"The Transformer follows this overall architecture using stacked self-attention and point-wise, fully"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,"connected layers for both the encoder and decoder, shown in the left and right halves of Figure 1,"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,respectively.
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,2,9.962599754333496,3.1
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,2,9.962599754333496,Encoder and Decoder Stacks
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,2,9.962599754333496,Encoder:
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293,The encoder is composed of a stack of
0,sample.pdf,pdf,CMMI10,False,False,2,9.962599754333496, N
0,sample.pdf,pdf,CMR10,False,False,2,9.962599754333496, = 6
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.061732292175293, identical layers. Each layer has two
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,10.007330894470215,"sub-layers. The ﬁrst is a multi-head self-attention mechanism, and the second is a simple, position-"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,2,9.962599754333496,2
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,Figure 1: The Transformer - model architecture.
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.041984558105469,wise fully connected feed-forward network. We employ a residual connection [
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,10
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.041984558105469,] around each of
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293,"the two sub-layers, followed by layer normalization ["
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,1
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293,"]. That is, the output of each sub-layer is"
0,sample.pdf,pdf,CMR10,False,False,3,9.962599754333496,LayerNorm(
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496,x
0,sample.pdf,pdf,CMR10,False,False,3,9.962599754333496, + Sublayer(
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496,x
0,sample.pdf,pdf,CMR10,False,False,3,9.962599754333496,))
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293,", where"
0,sample.pdf,pdf,CMR10,False,False,3,9.962599754333496, Sublayer(
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496,x
0,sample.pdf,pdf,CMR10,False,False,3,9.962599754333496,)
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293, is the function implemented by the sub-layer
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,"itself. To facilitate these residual connections, all sub-layers in the model, as well as the embedding"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,"layers, produce outputs of dimension"
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496, d
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,6.973800182342529,model
0,sample.pdf,pdf,CMR10,False,False,3,9.962599754333496, = 512
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,.
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,3,9.962599754333496,Decoder:
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.862470626831055,The decoder is also composed of a stack of
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496, N
0,sample.pdf,pdf,CMR10,False,False,3,9.962599754333496, = 6
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.862470626831055, identical layers. In addition to the two
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293,"sub-layers in each encoder layer, the decoder inserts a third sub-layer, which performs multi-head"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.862470626831055,"attention over the output of the encoder stack. Similar to the encoder, we employ residual connections"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293,"around each of the sub-layers, followed by layer normalization. We also modify the self-attention"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293,sub-layer in the decoder stack to prevent positions from attending to subsequent positions. This
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.952631950378418,"masking, combined with fact that the output embeddings are offset by one position, ensures that the"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,predictions for position
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496, i
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496, can depend only on the known outputs at positions less than
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496, i
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,.
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,3,9.962599754333496,3.2
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,3,9.962599754333496,Attention
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.952631950378418,"An attention function can be described as mapping a query and a set of key-value pairs to an output,"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.937662124633789,"where the query, keys, values, and output are all vectors. The output is computed as a weighted sum"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.867501258850098,"of the values, where the weight assigned to each value is computed by a compatibility function of the"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,query with the corresponding key.
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,3,9.962599754333496,3.2.1
0,sample.pdf,pdf,NimbusRomNo9L-Medi,False,False,3,9.962599754333496,Scaled Dot-Product Attention
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,10.061732292175293,"We call our particular attention ""Scaled Dot-Product Attention"" (Figure 2). The input consists of"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.972557067871094,queries and keys of dimension
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496, d
0,sample.pdf,pdf,CMMI7,False,False,3,6.973800182342529,k
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.972557067871094,", and values of dimension"
0,sample.pdf,pdf,CMMI10,False,False,3,9.962599754333496, d
0,sample.pdf,pdf,CMMI7,False,False,3,6.973800182342529,v
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.972557067871094,. We compute the dot products of the
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,3,9.962599754333496,3
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.962599754333496,Scaled Dot-Product Attention
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.962599754333496,Multi-Head Attention
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,10.061732292175293,Figure 2: (left) Scaled Dot-Product Attention. (right) Multi-Head Attention consists of several
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.962599754333496,attention layers running in parallel.
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.997407913208008,"query with all keys, divide each by"
0,sample.pdf,pdf,CMSY10,False,False,4,9.962599754333496, 
0,sample.pdf,pdf,CMSY10,False,False,4,9.962599754333496,√
0,sample.pdf,pdf,CMMI10,False,False,4,9.962599754333496,d
0,sample.pdf,pdf,CMMI7,False,False,4,6.973800182342529,k
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.997407913208008,", and apply a softmax function to obtain the weights on the"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.962599754333496,values.
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,10.061732292175293,"In practice, we compute the attention function on a set of queries simultaneously, packed together"
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.977532386779785,into a matrix
0,sample.pdf,pdf,CMMI10,False,False,4,9.962599754333496, Q
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.977532386779785,. The keys and values are also packed together into matrices
0,sample.pdf,pdf,CMMI10,False,False,4,9.962599754333496, K
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.977532386779785, and
0,sample.pdf,pdf,CMMI10,False,False,4,9.962599754333496, V
0,sample.pdf,pdf,NimbusRomNo9L-Regu,False,False,4,9.977532386779785, . We compute
